,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance
0,A,129.99998922046979,4.795148637801235e-07,False,Bulk ,-4.0884048975314835e-06,-4.795207667897104e-07,False
1,A,129.00000670883338,3.5466547630896886e-07,False,Bulk ,6.678773464110881e-06,-3.5480825740310644e-07,False
2,A,127.99998711445424,2.627273278217039e-07,False,Bulk ,2.9871694544048033e-06,-2.6276933928354216e-07,False
3,A,126.99996752007509,1.945719136469658e-07,False,Bulk ,4.581271185868929e-06,-1.9469460732021624e-07,False
4,A,126.00002209118144,1.4390367873429954e-07,False,Bulk ,-1.9629359222462714e-06,-1.4386867018747536e-07,False
5,A,125.00002103817364,1.0607530683459811e-07,False,Bulk ,-9.234277153485383e-06,-1.0612333475140822e-07,False
6,A,124.00001998516588,7.789896167495176e-08,False,Bulk ,-1.1975013463721464e-05,-7.778300070559097e-08,False
7,A,123.00000966147239,5.695488175021723e-08,False,Bulk ,-1.524711701777863e-05,-5.6886580434523134e-08,False
8,A,121.99997152572189,4.137804711744228e-08,False,Bulk ,-6.493540843249303e-06,-4.1244297982766206e-08,False
9,A,120.99997974339979,2.985861822408765e-08,False,Bulk ,-8.163013434734495e-07,-2.9857908631819655e-08,False
10,A,120.00001577313475,2.1401583421933556e-08,False,Bulk ,3.1829363337076283e-06,-2.133974762667695e-08,False
11,A,119.00003326149836,1.5197931539087627e-08,False,Bulk ,1.0398344170860219e-05,-1.5285479128416638e-08,False
12,A,118.00005074986194,1.074420122557173e-08,False,Bulk ,1.291534690475108e-05,-1.0756212171718303e-08,False
13,A,117.00001261411141,7.499818801786635e-09,False,Bulk ,1.4313681756913249e-05,-7.651930421713268e-09,False
14,A,115.99998374904658,5.224306402146975e-09,False,Bulk ,8.105075013315442e-06,-5.237798517079887e-09,False
15,A,114.99999196672448,3.604904883950606e-09,False,Bulk ,-4.527342819119276e-07,-3.6767762410540676e-09,False
16,A,113.99996310165965,2.4754864203463255e-09,False,Bulk ,-7.1647415722866925e-06,-2.4091806009270047e-09,False
17,A,112.99994350728049,1.6753771923833255e-09,False,Bulk ,-7.947809089496258e-06,-1.6758306307172728e-09,False
18,A,112.00004443181528,1.1531716083567036e-09,False,Bulk ,-1.3205548133624068e-05,-1.012727281841663e-09,False
19,A,111.00000629606475,7.683819475217197e-10,False,Bulk ,-7.780008907236693e-06,-7.326072746537761e-10,False
20,A,110.00000524305696,4.822659468617547e-10,False,Bulk ,-4.61977214135257e-06,-3.75123147053861e-10,False
21,A,109.00002273142057,3.065465888753655e-10,False,Bulk ,2.204101937195238e-06,-3.3000439202956395e-10,False
22,A,108.00000313704142,1.7521157104393835e-10,False,Bulk ,7.238107404976095e-06,-1.369035474811305e-10,False
23,A,107.00000208403364,9.340145253796812e-11,False,Bulk ,8.580508863050874e-06,-1.9922808288506295e-10,False
24,A,105.99997321896879,4.9142491874965565e-11,False,Bulk ,1.1880579114152169e-05,-6.721394781397447e-11,False
25,A,104.9999999780181,1.4537752093128779e-11,False,Bulk ,7.993208225143267e-06,-1.503339587846592e-10,False
26,A,103.99997111295323,2.450542170420322e-11,False,Bulk ,3.518536698226757e-06,-1.9557649640158192e-11,False
27,A,102.99999787200252,3.046094757245135e-11,False,Bulk ,-2.214636195635618e-06,-1.008209217209584e-10,False
28,A,101.99998754830905,3.1087845032268687e-11,False,Bulk ,-8.227476059928865e-06,5.755890558655247e-11,False
29,A,100.99994941255852,4.299889676877157e-11,False,Bulk ,-1.18072132814619e-05,-3.2802387054700414e-11,False
30,A,100.00000398366487,3.6855301662577575e-11,False,Bulk ,-5.374872961519742e-06,8.534809763855541e-11,False
31,A,99.00002147202848,1.6863541669065118e-12,False,Bulk ,-9.402077335744947e-06,-1.5410932786075265e-11,False
32,A,97.99999260696364,4.632772228040704e-12,False,Bulk ,-2.102769407462575e-06,1.015636172769175e-10,False
33,A,96.99998228327016,-3.0348106029687806e-11,False,Bulk ,3.574470092312411e-06,-4.1219603355531634e-11,False
34,A,95.99999050094807,-1.9314710736927867e-11,False,Bulk ,9.978843715212175e-06,2.4199496864882727e-11,False
35,A,95.00000798931167,-2.846741365023911e-11,False,Bulk ,1.1041578202855215e-05,-9.110398819720867e-11,False
36,A,93.99999766561821,-3.8121634531401576e-11,False,Bulk ,4.637204579956318e-06,8.107759819179389e-12,False
37,A,92.99999661261043,-5.585656366959347e-12,False,Bulk ,2.7914025751028457e-06,-9.388909653204207e-11,False
38,A,91.9999677475456,9.209123684694672e-12,False,Bulk ,-3.081603803974965e-06,3.02029526088601e-11,False
39,A,91.00001304796625,3.698695012920949e-13,False,Bulk ,-4.144338291618005e-06,-6.548099151674208e-11,False
40,A,89.99997491221572,3.879868378800602e-11,False,Bulk ,-8.758843303750818e-06,8.720483652844324e-11,False
