,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance
0,A,123.45183506980341,9.999328497000818e-07,True,Bulk ,0.09014742648155562,-9.999241388264365e-07,True
1,A,123.75897288661622,9.999346677027153e-07,True,Bulk ,0.08914661026116667,-9.999092230240213e-07,True
2,A,124.06241169983988,9.99935419979667e-07,True,Bulk ,0.09207581414277731,-9.999310706516256e-07,True
3,A,124.34615030597851,9.998379374246657e-07,True,Bulk ,0.08333180257863579,-9.99881000592895e-07,True
4,A,124.56887852961052,9.96020257273879e-07,True,Bulk ,0.035047188266714824,-9.960569230665764e-07,True
5,A,124.62788644400875,9.506069903181194e-07,True,Bulk ,0.0007394342026937227,-9.506271023869265e-07,True
6,A,123.99224187987441,7.566869810706414e-07,True,Bulk ,-1.6086117929075584e-05,-7.566928296421197e-07,False
7,A,122.99999112010103,5.544456603210596e-07,True,Bulk ,-1.4743716471000805e-05,-5.544885180991557e-07,False
8,A,122.00004569120738,4.08292855301204e-07,False,Bulk ,-4.4799386561371335e-06,-4.0832918914322456e-07,False
9,A,121.00004463819961,3.0157591264750976e-07,False,Bulk ,-4.116371594574744e-06,-3.0160099075278687e-07,False
10,A,120.00002504382044,2.2263453960740159e-07,False,Bulk ,7.218669939032876e-07,-2.226302960706304e-07,False
11,A,118.99999617875561,1.6405874551610983e-07,False,Bulk ,5.168571823776537e-06,-1.6405173137704795e-07,False
12,A,118.00001366711919,1.204246135513076e-07,False,Bulk ,-9.737677700263209e-06,-1.203737438400082e-07,False
13,A,117.0000218847971,8.798267000583608e-08,False,Bulk ,-2.270569589721272e-06,-8.794418995439626e-08,False
14,A,116.00004864384638,6.39054192666878e-08,False,Bulk ,-5.878273508297567e-06,-6.382385205751822e-08,False
15,A,115.00000123741019,4.6104164377248185e-08,False,Bulk ,1.904997500830688e-07,-4.6111305743535305e-08,False
16,A,114.00001872577377,3.301855756003555e-08,False,Bulk ,3.9100704568315395e-06,-3.298366666165107e-08,False
17,A,113.000017672766,2.3464577582695636e-08,False,Bulk ,4.133804033177625e-06,-2.3489541804686498e-08,False
18,A,112.00001661975821,1.6518365658697805e-08,False,Bulk ,3.686336880486321e-06,-1.653797329223927e-08,False
19,A,111.00003410812182,1.1533026299258044e-08,False,Bulk ,2.008335057892413e-06,-1.1587040933647194e-08,False
20,A,109.99994961894285,7.980899912449336e-09,False,Bulk ,-1.5714021636406214e-06,-7.989299878006056e-09,False
21,A,109.00002273142057,5.48559726339823e-09,False,Bulk ,1.6168012992876304e-06,-5.51228641630178e-09,False
22,A,107.99996605429867,3.747022538090864e-09,False,Bulk ,-2.857870227629747e-06,-3.7237517349682558e-09,False
23,A,106.99998354266228,2.519745381009328e-09,False,Bulk ,1.0574673584224162e-06,-2.5323442806229613e-09,False
24,A,105.99999176034018,1.6743741564476197e-09,False,Bulk ,1.5049345111137202e-06,-1.6553446116321658e-09,False
25,A,104.99997216596103,1.1050258834428441e-09,False,Bulk ,-4.0884048975314835e-06,-1.0804363600262725e-09,False
26,A,104.000008195696,7.357832796112944e-10,False,Bulk ,-3.6409377448401795e-06,-6.777096948094016e-10,False
27,A,102.99998860131684,4.5775425618295516e-10,False,Bulk ,7.778003879906764e-07,-4.665984830290459e-10,False
28,A,101.99999681899475,2.877396650808885e-10,False,Bulk ,-3.473137562580615e-06,-2.539399888404543e-10,False
29,A,101.00001430735834,1.595391345485414e-10,False,Bulk ,6.930473737500227e-06,-2.125347115959329e-10,False
30,A,99.99998544229351,7.597370315508527e-11,False,Bulk ,3.406669910053714e-06,-8.293433708169826e-11,False
31,A,98.99998438928573,5.879671275613134e-11,False,Bulk ,5.2610011460133e-07,-1.081859859841853e-10,False
32,A,98.00001114833502,2.701301154346594e-11,False,Bulk ,5.820335086878514e-07,-3.917719057665072e-11,False
33,A,96.99998228327016,4.6822971273648707e-11,False,Bulk ,-4.80700978954321e-07,-6.894690411120355e-11,False
34,A,95.99998123026239,3.4661160553220213e-11,False,Bulk ,-6.1299737816869135e-06,1.1821237598958355e-11,False
35,A,94.99998944794031,3.1840121984048826e-11,False,Bulk ,-5.962173599427349e-06,-4.146716854084913e-11,False
36,A,94.00003474836096,2.8956393668894382e-11,False,Bulk ,-3.4086749373888475e-07,2.7851083348333974e-11,False
37,A,93.00002442466749,1.9176793295765804e-11,False,Bulk ,-4.815539020655395e-06,-4.146716854082928e-12,False
38,A,92.0000326423454,-1.1290423251281869e-11,False,Bulk ,-4.032471503444962e-06,7.080364300109138e-11,False
39,A,91.00002231865194,6.4507748615063416e-12,False,Bulk ,2.064268451978067e-06,-2.989349612720827e-11,False
40,A,89.99998418290141,-5.704766884339066e-13,False,Bulk ,-1.543435466598228e-06,2.4570844642862278e-11,False
