,shot_x,shot_y,dut,r,c,cap,D,Voltage,Current
438,3,1,POC22_Main_508_88F,1,4,1.30E-10,1.46E-02,100.0000318,1.89E-10
439,3,1,POC22_Main_762_77,1,1,2.19E-10,6.79E-02,99.99998544,1.25E-10
440,3,1,POC22_Main_762_99F,1,1,3.56E-10,3.35E-02,100.0000225,1.61E-09
441,3,2,POC22_Main_381_77F,1,1,5.33E-11,1.04E-02,99.99998544,2.13E-12
442,3,2,POC22_Main_508_44,1,1,3.55E-11,9.25E-03,100.0000411,1.92E-11
443,3,2,POC22_Main_508_47,1,1,5.73E-11,1.29E-02,99.99999471,-6.15E-12
444,3,2,POC22_Main_508_88F,1,1,1.30E-10,1.47E-02,99.9999669,8.46E-12
445,3,2,POC22_Main_508_88F,1,2,1.30E-10,1.62E-02,99.99998544,1.19E-10
446,3,2,POC22_Main_508_88F,1,3,1.30E-10,1.44E-02,100.0000225,3.27E-11
447,3,2,POC22_Main_508_88F,1,4,1.30E-10,1.43E-02,99.99995763,9.78E-11
448,3,2,POC22_Main_762_77,1,1,2.22E-10,2.89E-02,99.99999471,1.18E-11
449,3,2,POC22_Main_762_99F,1,1,3.66E-10,3.64E-02,99.9999669,1.22E-09
450,4,0,POC22_Main_381_77F,1,1,5.24E-11,2.33E-02,99.99998544,1.07E-11
451,4,0,POC22_Main_508_44,1,1,3.51E-11,7.49E-03,99.99997617,-2.33E-12
452,4,0,POC22_Main_508_47,1,1,5.67E-11,1.19E-02,100.0000225,8.96E-12
453,4,0,POC22_Main_508_88F,1,1,1.29E-10,1.37E-02,99.9999669,-7.59E-12
454,4,0,POC22_Main_508_88F,1,2,1.29E-10,1.36E-02,100.0000225,1.17E-10
455,4,0,POC22_Main_508_88F,1,3,1.29E-10,1.35E-02,99.99997617,1.15E-10
456,4,0,POC22_Main_508_88F,1,4,1.28E-10,1.47E-02,99.99999471,1.08E-10
457,4,0,POC22_Main_762_77,1,1,2.17E-10,2.88E-02,100.0000318,5.72E-11
458,4,0,POC22_Main_762_99F,1,1,3.53E-10,5.34E-02,99.9999669,7.75E-10
